Image File,Caption,Tokenized Caption,Encoded Tokens
img/insta412,<start> comin soon hehe  <end>,"['<start>', 'comin', 'soon', 'hehe', '<end>']","[2, 958, 136, 693, 3]"
img/insta414,<start> My baby did me up tonight.   <end>,"['<start>', 'my', 'baby', 'did', 'me', 'up', 'tonight', '.', '<end>']","[2, 4, 38, 239, 14, 29, 66, 1, 3]"
img/insta415,<start> I don't know life without you Taylor. Happy birthday!  <end>,"['<start>', 'i', 'do', ""n't"", 'know', 'life', 'without', 'you', 'taylor', '.', 'happy', 'birthday', '!', '<end>']","[2, 6, 65, 1, 90, 50, 396, 7, 3571, 1, 21, 39, 133, 3]"
img/insta417,<start> This means we had good lighting.. Right ladies??   <end>,"['<start>', 'this', 'means', 'we', 'had', 'good', 'lighting', '..', 'right', 'ladies', '?', '?', '<end>']","[2, 16, 2130, 34, 137, 33, 1041, 1, 119, 386, 412, 412, 3]"
img/insta419,<start> Paul came to give me my award for women in music!!!  <end>,"['<start>', 'paul', 'came', 'to', 'give', 'me', 'my', 'award', 'for', 'women', 'in', 'music', '!', '!', '!', '<end>']","[2, 694, 314, 9, 384, 14, 4, 1747, 15, 1042, 10, 409, 133, 133, 133, 3]"
img/insta420,<start> Philly love -best ever.  <end>,"['<start>', 'philly', 'love', '-best', 'ever', '.', '<end>']","[2, 1520, 11, 5470, 170, 1, 3]"
img/insta421,<start> What my day looked like  <end>,"['<start>', 'what', 'my', 'day', 'looked', 'like', '<end>']","[2, 46, 4, 36, 956, 37, 3]"
img/insta432,<start> Thank you and   <end>,"['<start>', 'thank', 'you', 'and', '<end>']","[2, 27, 7, 12, 3]"
img/insta435,<start> Zzz  <end>,"['<start>', 'zzz', '<end>']","[2, 3572, 3]"
img/insta436,<start> my heart.  <end>,"['<start>', 'my', 'heart', '.', '<end>']","[2, 4, 165, 1, 3]"
img/insta437,<start> ok no more   <end>,"['<start>', 'ok', 'no', 'more', '<end>']","[2, 635, 74, 72, 3]"
img/insta442,<start> tonight  <end>,"['<start>', 'tonight', '<end>']","[2, 66, 3]"
img/insta444,<start> t  <end>,"['<start>', 't', '<end>']","[2, 601, 3]"
img/insta445,<start> She's just awesome  <end>,"['<start>', 'she', ""'s"", 'just', 'awesome', '<end>']","[2, 78, 437, 31, 642, 3]"
img/insta446,<start> AKA -don't talk to me unless I've eaten  <end>,"['<start>', 'aka', '-do', ""n't"", 'talk', 'to', 'me', 'unless', 'i', ""'ve"", 'eaten', '<end>']","[2, 1043, 1, 1, 373, 9, 14, 2699, 6, 1, 5472, 3]"
img/insta448,<start> one of my favs -  <end>,"['<start>', 'one', 'of', 'my', 'favs', '-', '<end>']","[2, 56, 19, 4, 2125, 148, 3]"
img/insta450,<start> Dylan  <end>,"['<start>', 'dylan', '<end>']","[2, 5473, 3]"
img/insta452,<start> My godson came to see his Tia in LA   <end>,"['<start>', 'my', 'godson', 'came', 'to', 'see', 'his', 'tia', 'in', 'la', '<end>']","[2, 4, 2688, 314, 9, 70, 134, 3560, 10, 139, 3]"
img/insta453,<start> REVIVAL  <end>,"['<start>', 'revival', '<end>']","[2, 2131, 3]"
img/insta454,<start> iPhone game strong  <end>,"['<start>', 'iphone', 'game', 'strong', '<end>']","[2, 1521, 129, 572, 3]"
img/insta455,<start> She's my bestie. But y'all know that already.  <end>,"['<start>', 'she', ""'s"", 'my', 'bestie', '.', 'but', ""y'all"", 'know', 'that', 'already', '.', '<end>']","[2, 78, 437, 4, 342, 1, 71, 643, 90, 61, 544, 1, 3]"
img/insta458,<start> Getting ready for Fallon  jewels  <end>,"['<start>', 'getting', 'ready', 'for', 'fallon', 'jewels', '<end>']","[2, 112, 96, 15, 5474, 3573, 3]"
img/insta459,<start> xo  <end>,"['<start>', 'xo', '<end>']","[2, 723, 3]"
img/insta461,<start> My cover!!  thank you so so very much!  <end>,"['<start>', 'my', 'cover', '!', '!', 'thank', 'you', 'so', 'so', 'very', 'much', '!', '<end>']","[2, 4, 111, 133, 133, 27, 7, 24, 24, 269, 79, 133, 3]"
img/insta463,<start> LOVE my Revival jacket    <end>,"['<start>', 'love', 'my', 'revival', 'jacket', '<end>']","[2, 11, 4, 2131, 876, 3]"
img/insta464,<start> thank you  ... REVIVAL  <end>,"['<start>', 'thank', 'you', '...', 'revival', '<end>']","[2, 27, 7, 1, 2131, 3]"
img/insta468,<start>  8 DAYS UNTIL THE ALBUM DROPS.  <end>,"['<start>', '8', 'days', 'until', 'the', 'album', 'drops', '.', '<end>']","[2, 886, 426, 525, 5, 526, 2700, 1, 3]"
img/insta470,<start> Moments where I can safely run away for a bit   <end>,"['<start>', 'moments', 'where', 'i', 'can', 'safely', 'run', 'away', 'for', 'a', 'bit', '<end>']","[2, 370, 175, 6, 101, 5475, 466, 410, 15, 8, 813, 3]"
img/insta471,<start> Paris adventures  <end>,"['<start>', 'paris', 'adventures', '<end>']","[2, 160, 545, 3]"
img/insta477,<start> When the girl band meets the boy band in London Town  <end>,"['<start>', 'when', 'the', 'girl', 'band', 'meets', 'the', 'boy', 'band', 'in', 'london', 'town', '<end>']","[2, 57, 5, 88, 1522, 2701, 5, 174, 1522, 10, 186, 354, 3]"
img/insta479,<start> Surrounding our fav -honestly the sweetest in the game.   <end>,"['<start>', 'surrounding', 'our', 'fav', '-honestly', 'the', 'sweetest', 'in', 'the', 'game', '.', '<end>']","[2, 5476, 76, 241, 5477, 5, 1044, 10, 5, 129, 1, 3]"
img/insta480,<start> Posted ... She keeps me sane and we match sometimes   <end>,"['<start>', 'posted', '...', 'she', 'keeps', 'me', 'sane', 'and', 'we', 'match', 'sometimes', '<end>']","[2, 1523, 1, 78, 1748, 14, 5478, 12, 34, 777, 571, 3]"
img/insta481,<start> The reason Revival happened.... forever.  <end>,"['<start>', 'the', 'reason', 'revival', 'happened', '....', 'forever', '.', '<end>']","[2, 5, 1524, 2131, 1525, 1, 167, 1, 3]"
img/insta482,<start> Who's here??  I'm getting way too excited...  <end>,"['<start>', 'who', ""'s"", 'here', '?', '?', 'i', ""'m"", 'getting', 'way', 'too', 'excited', '...', '<end>']","[2, 94, 437, 100, 412, 412, 6, 1, 112, 110, 97, 427, 1, 3]"
img/insta485,<start> cover and shot by -one of my favorites  <end>,"['<start>', 'cover', 'and', 'shot', 'by', '-one', 'of', 'my', 'favorites', '<end>']","[2, 111, 12, 176, 28, 5480, 19, 4, 1168, 3]"
img/insta486,"<start> Me and living, playing and working all the time.  <end>","['<start>', 'me', 'and', 'living', ',', 'playing', 'and', 'working', 'all', 'the', 'time', '.', '<end>']","[2, 14, 12, 724, 1, 463, 12, 371, 32, 5, 42, 1, 3]"
img/insta487,<start> moments with the realest. thank you!  <end>,"['<start>', 'moments', 'with', 'the', 'realest', '.', 'thank', 'you', '!', '<end>']","[2, 370, 13, 5, 5481, 1, 27, 7, 133, 3]"
img/insta490,<start> work flow//meetings  <end>,"['<start>', 'work', 'flow//meetings', '<end>']","[2, 156, 5482, 3]"
img/insta496,<start> My favorites. My babies. My second family   <end>,"['<start>', 'my', 'favorites', '.', 'my', 'babies', '.', 'my', 'second', 'family', '<end>']","[2, 4, 1168, 1, 4, 199, 1, 4, 1169, 91, 3]"
img/insta501,<start> I've got the hottest dates  <end>,"['<start>', 'i', ""'ve"", 'got', 'the', 'hottest', 'dates', '<end>']","[2, 6, 1, 63, 5, 2702, 2132, 3]"
img/insta502,<start> Backstage   <end>,"['<start>', 'backstage', '<end>']","[2, 441, 3]"
img/insta511,<start> I'm so happy was born. That's all.   <end>,"['<start>', 'i', ""'m"", 'so', 'happy', 'was', 'born', '.', 'that', ""'s"", 'all', '.', '<end>']","[2, 6, 1, 24, 21, 73, 1045, 1, 61, 437, 32, 1, 3]"
img/insta512,<start> mood  <end>,"['<start>', 'mood', '<end>']","[2, 213, 3]"
img/insta513,<start> family//food  <end>,"['<start>', 'family//food', '<end>']","[2, 5483, 3]"
img/insta514,<start> hair  <end>,"['<start>', 'hair', '<end>']","[2, 83, 3]"
img/insta515,<start> Tonight we celebrated you   <end>,"['<start>', 'tonight', 'we', 'celebrated', 'you', '<end>']","[2, 66, 34, 5484, 7, 3]"
img/insta516,<start> memory lane  <end>,"['<start>', 'memory', 'lane', '<end>']","[2, 2133, 3575, 3]"
img/insta518,<start> A few of my favorite things.  <end>,"['<start>', 'a', 'few', 'of', 'my', 'favorite', 'things', '.', '<end>']","[2, 8, 688, 19, 4, 126, 277, 1, 3]"
img/insta521,<start> young&free. My friends hate me. But love me too.  <end>,"['<start>', 'young', '&', 'free', '.', 'my', 'friends', 'hate', 'me', '.', 'but', 'love', 'me', 'too', '.', '<end>']","[2, 447, 25, 1016, 1, 4, 143, 959, 14, 1, 71, 11, 14, 97, 1, 3]"
img/insta526,<start> moments with  <end>,"['<start>', 'moments', 'with', '<end>']","[2, 370, 13, 3]"
img/insta528,<start> Waiting game strong fam  <end>,"['<start>', 'waiting', 'game', 'strong', 'fam', '<end>']","[2, 326, 129, 572, 268, 3]"
img/insta530,<start> ..../leading you.3    <end>,"['<start>', '....', '/leading', 'you.3', '<end>']","[2, 1, 5486, 1, 3]"
img/insta531,<start> Kill. Em. With. Kindness.. 1  <end>,"['<start>', 'kill', '.', 'em', '.', 'with', '.', 'kindness', '..', '1', '<end>']","[2, 1046, 1, 450, 1, 13, 1, 3569, 1, 153, 3]"
img/insta532,<start> How most of my shoots end  <end>,"['<start>', 'how', 'most', 'of', 'my', 'shoots', 'end', '<end>']","[2, 77, 236, 19, 4, 1526, 527, 3]"
img/insta533,<start> Don't ever leave me again welcome home roomie  I love you  <end>,"['<start>', 'do', ""n't"", 'ever', 'leave', 'me', 'again', 'welcome', 'home', 'roomie', 'i', 'love', 'you', '<end>']","[2, 65, 1, 170, 695, 14, 184, 428, 80, 5487, 6, 11, 7, 3]"
img/insta534,<start> One more  <end>,"['<start>', 'one', 'more', '<end>']","[2, 56, 72, 3]"
img/insta535,<start> My new collection. Probably one of my favorites.  <end>,"['<start>', 'my', 'new', 'collection', '.', 'probably', 'one', 'of', 'my', 'favorites', '.', '<end>']","[2, 4, 23, 429, 1, 1527, 56, 19, 4, 1168, 1, 3]"
img/insta538,<start> TBT with Michelle and for   <end>,"['<start>', 'tbt', 'with', 'michelle', 'and', 'for', '<end>']","[2, 221, 13, 5488, 12, 15, 3]"
img/insta541,<start> Routine  <end>,"['<start>', 'routine', '<end>']","[2, 2134, 3]"
img/insta548,<start> Never do I laugh harder weekend   <end>,"['<start>', 'never', 'do', 'i', 'laugh', 'harder', 'weekend', '<end>']","[2, 113, 65, 6, 887, 1749, 778, 3]"
img/insta554,<start>  pic by  <end>,"['<start>', 'pic', 'by', '<end>']","[2, 150, 28, 3]"
img/insta555,<start> I am so happy to announce my new partnership with Pantene!  <end>,"['<start>', 'i', 'am', 'so', 'happy', 'to', 'announce', 'my', 'new', 'partnership', 'with', 'pantene', '!', '<end>']","[2, 6, 240, 24, 21, 9, 3576, 4, 23, 5489, 13, 1, 133, 3]"
img/insta556,<start> My cast mates - Hotel Transylvania 2   <end>,"['<start>', 'my', 'cast', 'mates', '-', 'hotel', 'transylvania', '2', '<end>']","[2, 4, 3577, 3578, 148, 3579, 5491, 93, 3]"
img/insta560,<start>  unbothered  <end>,"['<start>', 'unbothered', '<end>']","[2, 2703, 3]"
img/insta561,"<start> From LA, Mexico back to LA. This is a magical team  ....  <end>","['<start>', 'from', 'la', ',', 'mexico', 'back', 'to', 'la', '.', 'this', 'is', 'a', 'magical', 'team', '....', '<end>']","[2, 52, 139, 1, 644, 51, 9, 139, 1, 16, 18, 8, 1039, 180, 1, 3]"
img/insta562,<start> Ready..  <end>,"['<start>', 'ready', '..', '<end>']","[2, 96, 1, 3]"
img/insta565,"<start> Coffee. COFFEE. -me, everyday.  <end>","['<start>', 'coffee', '.', 'coffee', '.', '-me', ',', 'everyday', '.', '<end>']","[2, 696, 1, 696, 1, 5492, 1, 645, 1, 3]"
img/insta568,<start> Downtown with my ladies   <end>,"['<start>', 'downtown', 'with', 'my', 'ladies', '<end>']","[2, 3580, 13, 4, 386, 3]"
img/insta570,"<start> In between takes, more playing with Jake! Photography by  <end>","['<start>', 'in', 'between', 'takes', ',', 'more', 'playing', 'with', 'jake', '!', 'photography', 'by', '<end>']","[2, 10, 2135, 1170, 1, 72, 463, 13, 3583, 133, 1047, 28, 3]"
img/insta572,<start> R$  <end>,"['<start>', 'r', '$', '<end>']","[2, 368, 1838, 3]"
img/insta573,<start> behind the scenes  <end>,"['<start>', 'behind', 'the', 'scenes', '<end>']","[2, 464, 5, 569, 3]"
img/insta574,<start> Let's lay in a vineyard all day  <end>,"['<start>', 'let', ""'s"", 'lay', 'in', 'a', 'vineyard', 'all', 'day', '<end>']","[2, 192, 437, 2136, 10, 8, 3581, 32, 36, 3]"
img/insta575,<start> Arsyn  <end>,"['<start>', 'arsyn', '<end>']","[2, 5495, 3]"
img/insta576,<start> My pride and joy.. My littlest littles  <end>,"['<start>', 'my', 'pride', 'and', 'joy', '..', 'my', 'littlest', 'littles', '<end>']","[2, 4, 2704, 12, 1319, 1, 4, 2705, 1746, 3]"
img/insta577,<start> My fav sweat shirt   <end>,"['<start>', 'my', 'fav', 'sweat', 'shirt', '<end>']","[2, 4, 241, 960, 646, 3]"
img/insta578,<start> Mommy  <end>,"['<start>', 'mommy', '<end>']","[2, 430, 3]"
img/insta580,<start> Mornings!  <end>,"['<start>', 'mornings', '!', '<end>']","[2, 910, 133, 3]"
img/insta581,<start> thank you for having me again  <end>,"['<start>', 'thank', 'you', 'for', 'having', 'me', 'again', '<end>']","[2, 27, 7, 15, 411, 14, 184, 3]"
img/insta583,<start> Practicing the future.   <end>,"['<start>', 'practicing', 'the', 'future', '.', '<end>']","[2, 5497, 5, 814, 1, 3]"
img/insta584,<start> Xo NY  <end>,"['<start>', 'xo', 'ny', '<end>']","[2, 723, 479, 3]"
img/insta585,"<start> Playful moments, glamming, pre-MET with  <end>","['<start>', 'playful', 'moments', ',', 'glamming', ',', 'pre-met', 'with', '<end>']","[2, 5498, 370, 1, 3582, 1, 5499, 13, 3]"
img/insta586,"<start> Rp  surrounded by the sweetest, most grounded gals   <end>","['<start>', 'rp', 'surrounded', 'by', 'the', 'sweetest', ',', 'most', 'grounded', 'gals', '<end>']","[2, 1040, 5500, 28, 5, 1044, 1, 236, 5501, 1320, 3]"
img/insta587,<start> Vera Wang!! Felt like a princess yet again.   <end>,"['<start>', 'vera', 'wang', '!', '!', 'felt', 'like', 'a', 'princess', 'yet', 'again', '.', '<end>']","[2, 2706, 1605, 133, 133, 2137, 37, 8, 343, 1048, 184, 1, 3]"
img/insta588,<start> Fam   <end>,"['<start>', 'fam', '<end>']","[2, 268, 3]"
img/insta589,<start> Cozy in my SG NEO top   <end>,"['<start>', 'cozy', 'in', 'my', 'sg', 'neo', 'top', '<end>']","[2, 815, 10, 4, 5503, 5504, 237, 3]"
img/insta590,<start> Tinker bell cups   <end>,"['<start>', 'tinker', 'bell', 'cups', '<end>']","[2, 5505, 2707, 5506, 3]"
img/insta591,<start> Soul cycle aftermath. I. Want. Tacos.  <end>,"['<start>', 'soul', 'cycle', 'aftermath', '.', 'i.', 'want', '.', 'tacos', '.', '<end>']","[2, 407, 2138, 5507, 1, 1, 177, 1, 2139, 1, 3]"
img/insta593,<start> Rp  <end>,"['<start>', 'rp', '<end>']","[2, 1040, 3]"
img/insta596,<start> I love being happy with me yall   <end>,"['<start>', 'i', 'love', 'being', 'happy', 'with', 'me', 'yall', '<end>']","[2, 6, 11, 344, 21, 13, 14, 2708, 3]"
img/insta597,<start> should probably sign to hit cause....   <end>,"['<start>', 'should', 'probably', 'sign', 'to', 'hit', 'cause', '....', '<end>']","[2, 323, 1527, 1528, 9, 725, 812, 1, 3]"
img/insta601,<start> Make up and photography by  <end>,"['<start>', 'make', 'up', 'and', 'photography', 'by', '<end>']","[2, 114, 29, 12, 1047, 28, 3]"
img/insta602,<start> Backyard sessions wit my boo - photo by Jake  <end>,"['<start>', 'backyard', 'sessions', 'wit', 'my', 'boo', '-', 'photo', 'by', 'jake', '<end>']","[2, 5508, 2140, 451, 4, 222, 148, 108, 28, 3583, 3]"
img/insta607,<start> The happiest  <end>,"['<start>', 'the', 'happiest', '<end>']","[2, 5, 1529, 3]"
img/insta610,<start> .  <end>,"['<start>', '.', '<end>']","[2, 1, 3]"
img/insta612,"<start> On set with amazing, incredible people   <end>","['<start>', 'on', 'set', 'with', 'amazing', ',', 'incredible', 'people', '<end>']","[2, 17, 204, 13, 140, 1, 1049, 202, 3]"
img/insta613,<start> Remembering how precious every day is   <end>,"['<start>', 'remembering', 'how', 'precious', 'every', 'day', 'is', '<end>']","[2, 3584, 77, 1750, 408, 36, 18, 3]"
img/insta616,<start> My girls be in the studio like:  <end>,"['<start>', 'my', 'girls', 'be', 'in', 'the', 'studio', 'like', ':', '<end>']","[2, 4, 103, 41, 10, 5, 288, 37, 345, 3]"
img/insta617,<start> My girls  <end>,"['<start>', 'my', 'girls', '<end>']","[2, 4, 103, 3]"
img/insta618,"<start> Hated bangs, but I have baby hairs .   <end>","['<start>', 'hated', 'bangs', ',', 'but', 'i', 'have', 'baby', 'hairs', '.', '<end>']","[2, 3585, 1751, 1, 71, 6, 82, 38, 1171, 1, 3]"
img/insta620,<start> My Paris family   <end>,"['<start>', 'my', 'paris', 'family', '<end>']","[2, 4, 160, 91, 3]"
img/insta621,<start> te amo con todo mi corazon   <end>,"['<start>', 'te', 'amo', 'con', 'todo', 'mi', 'corazon', '<end>']","[2, 1530, 1752, 2709, 3586, 961, 5510, 3]"
img/insta623,<start> I Want You To Know video is out now! Link in bio   <end>,"['<start>', 'i', 'want', 'you', 'to', 'know', 'video', 'is', 'out', 'now', '!', 'link', 'in', 'bio', '<end>']","[2, 6, 177, 7, 9, 90, 196, 18, 30, 45, 133, 135, 10, 142, 3]"
img/insta624,<start>  :  :  <end>,"['<start>', ':', ':', '<end>']","[2, 345, 345, 3]"
img/insta625,<start> she's so fluffy  <end>,"['<start>', 'she', ""'s"", 'so', 'fluffy', '<end>']","[2, 78, 437, 24, 2141, 3]"
img/insta627,<start> Another just because they make my heart so happy   <end>,"['<start>', 'another', 'just', 'because', 'they', 'make', 'my', 'heart', 'so', 'happy', '<end>']","[2, 254, 31, 501, 128, 114, 4, 165, 24, 21, 3]"
img/insta628,<start> happy birthday my nugget.  <end>,"['<start>', 'happy', 'birthday', 'my', 'nugget', '.', '<end>']","[2, 21, 39, 4, 3587, 1, 3]"
img/insta630,<start> I want you to know video... Coming soon   <end>,"['<start>', 'i', 'want', 'you', 'to', 'know', 'video', '...', 'coming', 'soon', '<end>']","[2, 6, 177, 7, 9, 90, 196, 1, 120, 136, 3]"
img/insta633,<start> I Want You To Know. That I'm all yours.   <end>,"['<start>', 'i', 'want', 'you', 'to', 'know', '.', 'that', 'i', ""'m"", 'all', 'yours', '.', '<end>']","[2, 6, 177, 7, 9, 90, 1, 61, 6, 1, 32, 1050, 1, 3]"
img/insta635,<start> Thank you and   <end>,"['<start>', 'thank', 'you', 'and', '<end>']","[2, 27, 7, 12, 3]"
img/insta636,<start> It's our little tradition   <end>,"['<start>', 'it', ""'s"", 'our', 'little', 'tradition', '<end>']","[2, 20, 437, 76, 44, 5511, 3]"
img/insta637,<start> Well that's exciting LINK IN BIO   <end>,"['<start>', 'well', 'that', ""'s"", 'exciting', 'link', 'in', 'bio', '<end>']","[2, 379, 61, 437, 1531, 135, 10, 142, 3]"
img/insta638,<start> Couldn't ask for a sweeter group of ladies   <end>,"['<start>', 'could', ""n't"", 'ask', 'for', 'a', 'sweeter', 'group', 'of', 'ladies', '<end>']","[2, 334, 1, 1051, 15, 8, 2676, 1172, 19, 386, 3]"
img/insta639,<start> IWantYouToKnow  <end>,"['<start>', 'iwantyoutoknow', '<end>']","[2, 5512, 3]"
img/insta640,<start> Reunited with this beauty. Missed her face   <end>,"['<start>', 'reunited', 'with', 'this', 'beauty', '.', 'missed', 'her', 'face', '<end>']","[2, 503, 13, 16, 452, 1, 278, 85, 121, 3]"
img/insta641,<start> Yay I can hold it now !!!!   <end>,"['<start>', 'yay', 'i', 'can', 'hold', 'it', 'now', '!', '!', '!', '!', '<end>']","[2, 1173, 6, 101, 500, 20, 45, 133, 133, 133, 133, 3]"
img/insta643,<start> The reason I love my job..  <end>,"['<start>', 'the', 'reason', 'i', 'love', 'my', 'job', '..', '<end>']","[2, 5, 1524, 6, 11, 4, 888, 1, 3]"
img/insta644,<start> You said it best James   <end>,"['<start>', 'you', 'said', 'it', 'best', 'james', '<end>']","[2, 7, 327, 20, 47, 1174, 3]"
img/insta645,<start> I Want You To Know...  <end>,"['<start>', 'i', 'want', 'you', 'to', 'know', '...', '<end>']","[2, 6, 177, 7, 9, 90, 1, 3]"
img/insta646,<start> link in bio   <end>,"['<start>', 'link', 'in', 'bio', '<end>']","[2, 135, 10, 142, 3]"
img/insta651,<start> ....... storms always have an eye  <end>,"['<start>', '.......', 'storms', 'always', 'have', 'an', 'eye', '<end>']","[2, 1, 5513, 69, 82, 130, 387, 3]"
img/insta656,<start> I'm better under your reflection..... I Want You To Know  <end>,"['<start>', 'i', ""'m"", 'better', 'under', 'your', 'reflection', '.....', 'i', 'want', 'you', 'to', 'know', '<end>']","[2, 6, 1, 203, 816, 49, 2710, 1, 6, 177, 7, 9, 90, 3]"
img/insta657,<start>  I WANT YOU TO KNOW  <end>,"['<start>', 'i', 'want', 'you', 'to', 'know', '<end>']","[2, 6, 177, 7, 9, 90, 3]"
img/insta659,<start> Missing my fam   <end>,"['<start>', 'missing', 'my', 'fam', '<end>']","[2, 233, 4, 268, 3]"
img/insta663,<start> Beauties hangin in the cold. Appreciate and love you   <end>,"['<start>', 'beauties', 'hangin', 'in', 'the', 'cold', '.', 'appreciate', 'and', 'love', 'you', '<end>']","[2, 1532, 1533, 10, 5, 647, 1, 3588, 12, 11, 7, 3]"
